credit_sco,credit_amo,tenure,balance,cred_card,active,saving,checking,clusters
660,1659,long term,no balance,no,yes,little,little,2
667,7238,loyal,no balance,yes,yes,none,none,3
705,2764,new,no balance,yes,yes,little,none,0
598,4679,loyal,excellent balance,yes,yes,little,none,0
669,3092,long term,no balance,yes,yes,moderate,moderate,0
580,448,new,excellent balance,yes,no,little,little,2
676,654,long term,no balance,yes,yes,little,little,2
714,1238,long term,good balance,yes,no,none,none,2
597,1245,long term,excellent balance,yes,yes,little,moderate,2
559,3114,new,no balance,no,no,little,little,0
564,2569,new,no balance,yes,yes,quite rich,none,0
850,5152,new,good balance,yes,yes,little,rich,0
689,1037,long term,no balance,no,no,moderate,moderate,2
758,1478,loyal,excellent balance,yes,no,little,little,2
604,3573,loyal,no balance,yes,yes,little,moderate,0
733,1201,loyal,good balance,no,yes,little,moderate,2
778,3622,loyal,good balance,yes,yes,rich,little,0
732,960,loyal,good balance,yes,yes,rich,none,2
646,1163,loyal,no balance,no,no,quite rich,none,2
597,1209,long term,excellent balance,no,no,little,moderate,2
821,3077,long term,good balance,no,yes,little,none,0
640,3757,long term,excellent balance,no,no,little,none,0
511,1418,loyal,excellent balance,yes,no,moderate,none,2
805,3518,long term,good balance,yes,no,little,none,0
540,1934,new,good balance,yes,no,little,none,2
705,8318,new,excellent balance,yes,no,little,moderate,3
540,1237,long term,excellent balance,yes,yes,moderate,none,2
532,368,new,no balance,yes,yes,none,moderate,2
535,2122,new,no balance,no,yes,little,little,2
627,2996,long term,excellent balance,yes,no,none,little,0
646,9034,loyal,good balance,no,no,moderate,moderate,3
515,1585,long term,good balance,no,yes,little,none,2
697,1301,long term,excellent balance,yes,yes,little,moderate,2
652,1323,new,excellent balance,no,yes,moderate,rich,2
579,3123,long term,excellent balance,yes,no,little,little,0
760,5493,loyal,excellent balance,yes,no,little,little,3
769,1126,loyal,excellent balance,yes,no,moderate,rich,2
498,1216,loyal,excellent balance,yes,yes,moderate,moderate,2
774,1207,long term,good balance,yes,yes,little,little,2
705,1309,long term,good balance,yes,yes,none,none,2
648,2360,new,no balance,yes,yes,quite rich,rich,2
688,6850,long term,no balance,yes,no,moderate,moderate,3
592,1413,new,no balance,yes,no,little,none,2
705,8588,new,excellent balance,yes,no,moderate,none,3
654,759,long term,good balance,yes,yes,little,little,2
624,4686,new,good balance,yes,yes,little,none,0
594,2687,loyal,no balance,yes,yes,little,rich,0
695,585,loyal,no balance,yes,yes,little,moderate,2
597,2255,new,no balance,yes,yes,none,none,2
758,609,long term,excellent balance,yes,no,little,little,2
737,1361,new,excellent balance,yes,no,little,little,2
694,7127,new,good balance,yes,no,little,none,3
683,1203,long term,no balance,yes,no,moderate,little,2
538,700,loyal,no balance,yes,yes,none,none,2
669,5507,long term,no balance,yes,no,little,none,3
730,3190,long term,good balance,yes,no,little,little,0
622,7119,new,good balance,yes,yes,little,little,3
714,3488,loyal,good balance,yes,yes,moderate,none,0
569,1113,new,no balance,yes,no,little,moderate,2
668,7966,long term,excellent balance,no,yes,little,moderate,3
628,1532,loyal,excellent balance,yes,yes,moderate,none,2
600,1503,new,excellent balance,yes,yes,little,none,2
693,2302,long term,excellent balance,yes,no,little,little,2
704,662,long term,excellent balance,no,yes,little,little,2
527,2273,loyal,excellent balance,no,no,little,moderate,2
553,2631,long term,good balance,yes,yes,moderate,moderate,0
575,1503,new,good balance,no,yes,little,none,2
626,1311,new,no balance,no,no,moderate,none,2
582,3105,long term,no balance,yes,yes,none,none,0
683,2319,loyal,no balance,yes,no,little,rich,2
850,1374,loyal,excellent balance,no,no,none,little,2
653,3612,long term,good balance,yes,yes,little,moderate,0
679,7763,loyal,no balance,yes,yes,little,little,3
549,3049,long term,excellent balance,no,yes,little,rich,0
850,1534,new,excellent balance,no,no,little,moderate,2
558,2032,new,good balance,yes,yes,little,none,2
528,6350,long term,no balance,yes,no,none,little,3
801,2864,long term,no balance,yes,no,little,rich,0
513,1255,new,no balance,yes,yes,little,none,2
666,1333,long term,good balance,yes,yes,little,little,2
606,2022,new,excellent balance,no,yes,little,none,2
599,1552,loyal,good balance,yes,no,little,none,2
544,626,long term,excellent balance,yes,no,little,little,2
529,8858,long term,good balance,yes,no,none,none,3
850,996,long term,no balance,yes,yes,none,none,2
497,1750,loyal,no balance,no,no,quite rich,none,2
764,6999,long term,good balance,no,yes,little,little,3
603,1995,long term,no balance,yes,no,moderate,moderate,2
609,1199,long term,no balance,yes,yes,little,moderate,2
487,1331,long term,excellent balance,yes,yes,little,moderate,2
748,2278,new,excellent balance,no,no,moderate,moderate,2
710,5003,long term,no balance,yes,yes,none,none,0
432,3552,new,good balance,yes,no,little,little,0
534,1928,new,no balance,no,yes,little,moderate,2
607,2964,new,no balance,no,no,none,little,0
551,1275,long term,no balance,yes,no,little,rich,2
674,2828,long term,excellent balance,yes,no,quite rich,little,0
525,4526,long term,no balance,yes,no,little,none,0
645,2671,loyal,excellent balance,no,no,moderate,moderate,0
755,2051,loyal,no balance,yes,no,little,none,2
708,1300,loyal,excellent balance,yes,yes,none,none,2
715,741,long term,good balance,yes,yes,moderate,little,2
727,1240,loyal,excellent balance,yes,yes,moderate,rich,2
559,3357,new,no balance,no,yes,rich,little,0
545,3632,loyal,good balance,yes,no,little,little,0
524,1808,loyal,no balance,yes,no,little,none,2
707,12204,new,no balance,no,yes,none,moderate,1
671,9157,new,good balance,yes,no,none,moderate,3
439,3676,new,good balance,yes,no,little,little,0
667,3441,new,good balance,yes,yes,moderate,moderate,0
831,640,loyal,good balance,yes,no,little,none,2
545,3652,long term,excellent balance,yes,no,little,moderate,0
604,1530,long term,excellent balance,yes,yes,little,none,2
657,3914,long term,good balance,yes,yes,none,none,0
487,1858,new,excellent balance,yes,no,little,little,2
750,2600,long term,good balance,yes,no,little,little,0
694,1979,loyal,good balance,yes,no,none,none,2
711,2116,new,excellent balance,yes,yes,little,rich,2
551,1437,new,no balance,yes,yes,moderate,moderate,2
559,4042,loyal,good balance,yes,yes,quite rich,none,0
620,3832,new,no balance,no,yes,none,none,0
660,3660,long term,no balance,yes,no,little,little,0
449,1553,long term,no balance,yes,no,little,little,2
703,1444,new,good balance,yes,no,none,moderate,2
795,1980,new,excellent balance,yes,yes,little,none,2
594,1355,loyal,no balance,no,yes,little,moderate,2
586,1393,long term,excellent balance,no,no,little,none,2
613,1376,long term,excellent balance,yes,no,quite rich,none,2
601,15653,new,no balance,yes,no,little,none,1
657,1493,loyal,no balance,no,no,little,none,2
531,4370,new,no balance,yes,yes,little,little,0
621,750,long term,good balance,yes,yes,little,little,2
782,1308,new,good balance,no,yes,little,moderate,2
528,4623,loyal,excellent balance,yes,no,moderate,none,0
696,1851,long term,excellent balance,yes,no,little,none,2
586,1880,long term,no balance,yes,no,little,little,2
626,7980,loyal,excellent balance,no,yes,none,none,3
498,4583,new,excellent balance,yes,yes,little,little,0
691,1386,new,excellent balance,yes,yes,quite rich,none,2
568,947,long term,no balance,yes,yes,little,rich,2
715,684,new,no balance,yes,yes,little,little,2
680,7476,long term,excellent balance,no,yes,little,little,3
802,1922,long term,no balance,yes,no,little,moderate,2
539,2303,new,good balance,yes,yes,little,little,2
494,8086,loyal,good balance,yes,yes,moderate,moderate,3
594,2346,long term,good balance,yes,yes,little,none,2
596,3973,new,excellent balance,no,no,little,little,0
649,888,loyal,good balance,yes,no,little,moderate,2
699,10222,new,excellent balance,yes,yes,none,none,1
787,4221,long term,no balance,yes,yes,little,moderate,0
604,6361,long term,no balance,no,no,little,moderate,3
489,1297,new,excellent balance,yes,no,little,rich,2
651,900,new,no balance,yes,no,none,little,2
698,2241,long term,excellent balance,yes,yes,little,none,2
578,1050,long term,good balance,yes,no,little,moderate,2
538,1047,loyal,no balance,no,no,little,rich,2
696,6314,long term,no balance,yes,yes,little,none,3
507,3496,loyal,good balance,yes,yes,rich,moderate,0
685,3609,long term,good balance,no,no,little,none,0
705,4843,long term,good balance,yes,yes,little,little,0
499,3017,long term,excellent balance,yes,no,little,rich,0
717,4139,loyal,excellent balance,yes,yes,moderate,none,0
510,5742,loyal,no balance,yes,yes,moderate,none,3
632,10366,long term,good balance,yes,yes,little,none,1
668,2080,new,excellent balance,yes,no,quite rich,none,2
744,2580,long term,good balance,yes,yes,quite rich,none,0
663,4530,long term,good balance,yes,no,little,none,0
638,5150,long term,excellent balance,yes,no,little,none,0
688,5595,loyal,no balance,yes,no,moderate,moderate,3
588,2384,loyal,no balance,yes,no,little,little,2
631,1453,long term,no balance,yes,yes,little,none,2
687,1538,loyal,good balance,yes,no,little,none,2
599,2279,loyal,good balance,yes,yes,none,none,2
718,1478,long term,no balance,yes,no,little,none,2
730,5103,long term,no balance,yes,yes,little,none,0
533,9857,new,no balance,no,yes,moderate,moderate,3
711,6527,long term,no balance,yes,yes,none,none,3
555,1347,loyal,no balance,no,yes,none,rich,2
850,2862,loyal,good balance,yes,yes,moderate,moderate,0
678,2753,loyal,no balance,no,no,moderate,none,0
576,3651,long term,no balance,yes,no,rich,little,0
835,975,long term,excellent balance,no,no,little,little,2
592,2631,new,excellent balance,yes,yes,moderate,moderate,0
774,2896,long term,good balance,no,yes,moderate,moderate,0
620,4716,new,excellent balance,no,no,none,little,0
519,2284,long term,good balance,yes,yes,little,none,2
734,1236,new,excellent balance,yes,yes,quite rich,none,2
763,1103,long term,excellent balance,yes,yes,little,moderate,2
733,926,loyal,excellent balance,yes,no,little,none,2
650,1800,long term,no balance,yes,yes,little,none,2
538,1905,long term,no balance,yes,no,little,rich,2
577,1123,new,no balance,yes,yes,quite rich,none,2
792,6331,loyal,no balance,yes,no,little,little,3
686,1377,loyal,no balance,yes,yes,moderate,rich,2
589,2503,new,no balance,no,yes,moderate,moderate,0
530,2528,loyal,excellent balance,yes,no,little,moderate,0
778,5324,long term,excellent balance,yes,no,quite rich,none,0
616,6560,long term,good balance,yes,yes,moderate,moderate,3
550,2969,loyal,excellent balance,yes,yes,little,moderate,0
655,1206,new,no balance,no,yes,little,moderate,2
721,2118,new,good balance,no,no,little,moderate,2
499,629,long term,excellent balance,yes,no,quite rich,none,2
511,1198,long term,good balance,yes,no,little,little,2
579,2476,long term,good balance,no,no,none,none,2
696,1138,long term,no balance,yes,yes,little,little,2
681,14027,long term,no balance,no,no,little,moderate,1
815,7596,long term,no balance,no,yes,none,none,3
681,3077,new,good balance,yes,no,none,none,0
641,1505,loyal,excellent balance,yes,no,little,none,2
591,3148,loyal,excellent balance,yes,yes,none,rich,0
565,6148,loyal,good balance,yes,yes,moderate,moderate,3
487,1337,long term,no balance,yes,yes,little,rich,2
729,433,long term,excellent balance,yes,yes,rich,moderate,2
505,1228,loyal,excellent balance,yes,no,little,little,2
580,790,new,good balance,no,yes,quite rich,moderate,2
642,2570,new,excellent balance,yes,yes,little,none,0
850,250,new,good balance,yes,no,rich,none,2
616,1316,new,excellent balance,yes,no,quite rich,none,2
526,1882,new,no balance,yes,no,little,little,2
523,6416,loyal,excellent balance,yes,yes,little,moderate,3
663,1275,loyal,no balance,yes,yes,rich,rich,2
840,6403,loyal,excellent balance,yes,no,little,moderate,3
570,1987,new,good balance,yes,no,little,little,2
676,760,new,good balance,no,no,little,moderate,2
689,2603,new,good balance,yes,no,rich,none,0
703,3380,new,no balance,yes,no,little,none,0
491,3990,new,excellent balance,no,no,none,moderate,0
584,11560,loyal,excellent balance,yes,no,little,moderate,1
810,4380,long term,no balance,no,yes,moderate,little,0
745,6761,loyal,no balance,yes,yes,little,none,3
625,4280,new,excellent balance,no,yes,moderate,moderate,0
535,2325,new,good balance,yes,no,moderate,little,2
729,1048,long term,good balance,yes,no,little,moderate,2
655,3160,long term,good balance,no,yes,none,none,0
751,2483,long term,excellent balance,yes,no,quite rich,little,2
525,14179,new,good balance,no,yes,none,little,1
532,1797,long term,no balance,no,yes,little,little,2
696,2511,long term,no balance,yes,yes,little,little,0
786,1274,new,good balance,no,no,little,little,2
580,5248,long term,good balance,no,yes,none,none,0
596,3029,long term,excellent balance,yes,yes,little,none,0
683,428,long term,no balance,yes,no,little,little,2
747,976,new,good balance,yes,no,little,little,2
602,841,long term,excellent balance,no,yes,moderate,moderate,2
779,5771,loyal,good balance,no,yes,little,none,3
551,1555,new,no balance,yes,yes,rich,none,2
666,1285,new,no balance,yes,no,none,little,2
526,1299,loyal,no balance,yes,no,little,rich,2
849,1271,loyal,good balance,yes,no,none,rich,2
471,1393,long term,no balance,yes,no,little,none,2
628,691,new,excellent balance,yes,no,little,little,2
674,5045,loyal,good balance,yes,no,none,none,0
797,2124,loyal,good balance,no,yes,little,little,2
590,2214,new,excellent balance,yes,no,little,little,2
588,12680,loyal,no balance,yes,no,none,none,1
577,2463,long term,no balance,yes,yes,moderate,none,2
571,1155,long term,good balance,no,no,little,moderate,2
680,3108,new,good balance,yes,yes,little,little,0
648,2901,long term,no balance,yes,yes,none,none,0
618,3617,new,good balance,yes,no,little,moderate,0
648,1655,long term,excellent balance,no,yes,little,none,2
759,2812,long term,no balance,yes,yes,none,little,0
585,8065,long term,no balance,no,no,little,little,3
774,3275,new,excellent balance,no,no,little,none,0
697,2223,new,good balance,yes,yes,moderate,none,2
605,1480,loyal,good balance,yes,no,quite rich,rich,2
676,1371,new,good balance,no,no,none,little,2
678,3535,long term,excellent balance,yes,yes,little,none,0
495,3509,new,good balance,yes,no,little,little,0
787,5711,loyal,no balance,yes,yes,rich,none,3
770,3872,new,good balance,yes,yes,little,moderate,0
817,4933,loyal,good balance,no,no,little,moderate,0
659,1940,new,good balance,yes,no,rich,none,2
693,1410,new,no balance,yes,yes,little,moderate,2
744,836,loyal,no balance,yes,no,moderate,moderate,2
